id,slug,title,identifier,comment_count,upvote_count,view_count,rating_count,average_rating,post_summary.emotions.overall_sentiment,post_summary.actions.coin_rotation,post_summary.audio_elements.auditory_transcription,post_summary.psycological_view_of_video.trait_one,post_summary.psycological_view_of_video.trait_two,post_summary.psycological_view_of_video.trait_three
994,b3751a4b6456e6bb7fb7e21d8155d57696617747,Ram Naam Ke Heere Moti❣,LSkFhhL,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
995,b0b2636b26878c827793b628336dc97038e81429,Jis bhajan me ram ka naam na ho hus bhanja n ko gana na chiye jai shri ram,HOALHAM,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
996,bc378d09147aef6bc47bf436baa2ad456796d927,Ram Siya Ram Siya Ram Jai Jai Ram❤,w_42S_8,1,2,10,0,0,No Data,No Data,No Data,No Data,No Data,No Data
997,3f4487d6838db391646f3c22d53fa1b80d88af96,Words are like keys,sJbXVM8,1,5,23,0,0,No Data,No Data,No Data,No Data,No Data,No Data
998,75b585ab2b255458f3c9ab130061c42ceebd87a4,Skyfall,Et7u9L9,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
999,02d67b8526a81112548733cb02e5e5f8c47cb896,Jesus is coming,IouT67a,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1000,5594423172091ede2ac0a21da62500db9fc6f3d5,Jesus Heals,w161v60,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1001,00043280655d9ce4bdbb5d35d13540bc3a55cc7d,thekingofalljesus jesus heal everyone god,ATnBCJr,0,3,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1002,0eac74ad18bcc752f5c9afc0e83a08a0ff526b3d,servantberto jesus the lord,C0pqlbo,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1003,444dc5018ec0d73d272d0f263243ba966909d354,There is nothing more God hares then sloth and laziness. Get up and show God the beauty of his own creation,KRtsKuB,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1004,1ccdd4c11c0584582a3d1e36eacec593deaa04a6,Jesus Chooses His 12 Deciples,NHWsTLr,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1005,70067611091f30e08684cc8915ef97ad13ec1d62,Jesus is on the very top  - Heavily inspired by karma.aml,nsAEVxK,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1006,24345686cd6b55912cf450d80c849ab4ee2cb5a0,Jesus  - Inspired by goddslovee,zIwcEXn,0,4,35,16,17,No Data,No Data,No Data,No Data,No Data,No Data
1007,128be19784e0858dff751006e70ee0fa6f84e5da,Jesus miracle,n7pZIMH,0,0,12,3,31,No Data,No Data,No Data,No Data,No Data,No Data
1008,17f07f91d146beb907d045c2d30aba6bd67438db,"Me and my family wish you a blessed and joyous Ram Navami filled with love, harmony, and prosperity. Happy Ram Navmi 2024",swEGDxY,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1009,8ae9188262c7d7687bba56a7fa92f68b3fd75f24,Power Of Jai Shree Ram  Follow For More Same Video,DWFGKT_,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1010,13ee90ceeed1897429569af38342bdda1e5ba8dd,Mantra Journey  Lord Ram Vs Lord Hanuman.,dKC-1Ge,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1011,3dc623263bf2f15f35caa767d8365dfcb6e63eb2,Pious Ram Navami Fasting to all  Jai Shree Ram,aBbUHVt,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1012,45c525f5ce5ed76b2afb751cf30f85827ba098d5,Jay shree ram  ❤   God ram status   ♥,WwsfrVN,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1013,3c28b83fb5c24c4a30f58ba0672bc4fc77ecf2c5,This scientific discovery proveds proof of the Ram Setu (bridge) that Lord Ram and his followers used to cross from India to Sri Lanka,usfhl_g,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1014,f3a03a06a151f2576051613dce47c9c720988f45,Mantra Journey  Lord Shri Ram and Goddess Sita's marriage.,UI3Ky5n,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1015,8641eccc038350fdd87dfbc07c1967d6e3bf3c4d,"Jai Shri Ram Glory to Lord Rama or Victory to Lord Rama. The proclamation has been used by Hindus as a symbol of adhering to Hindu faith, or for projection of varied faith-",4RnLhEF,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1016,abcd80968bf4fe8bd2911e1f2e1419838ca65fbe,jai shree ram  May the divine and ever loving Lord Rama always be with you.,Scrpbws,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1017,47ea1a2e0737e1ea7ce3a08971b7b0263c58e191,JAI SHREE RAM,1mwhqO3,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1018,422a67c06b59f04dc4d979d093b535730c08cd9e,5 Lessons from Lord Ram .,wICYXfl,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1019,2556108068090f1df9074441318802ed77004c5e,How did Lord Ram trick Hanuman,X_mSbyV,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1020,09a819a0785e0f561b029a5d7ecc4ae7716a20ae,some lessons you can learn from lord Ram,DS1R-Yr,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1021,3a731947552fe1f06106d90c0902bf76f070a4d7,"Devotional is Jesus Calling by Sarah Young. 🫶 Verses are- Colossians 1-27, Isaiah 42-6, Nehemiah 8-10, Romans 15-13",Uk7_WdZ,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1022,be29f1c7395b75db1ca12261eb9f760015da9a8b,God has a plan for you!,hojcND7,0,1,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1023,4da2b0235103e9162eb65db54a2929b6d5e01df0,Movie - Jesus revolution,6e15hV8,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1024,06362e971c91a5c8ace0545dccc1fb9499c7d30c,puremotivation,aYJkzF_,0,2,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1025,db18e5394a1b65a262300c6472c3b1523a03298d,There is no need to be anxious for tomorrow just do what must be done today and God will make your paths straight,hQKlng8,0,4,15,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1026,e83989cff19e2dfc1fb7c359fcff4d784ed2fe49,Do you believe in Jesus Christ Not everyone says no 🥹,Wud4z0o,0,3,16,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1028,94cb2a1d0c4eb43dca089d621c1a15f9bb51ff1d,That one Jesus edit,yAyfAPa,0,1,8,1,30,No Data,No Data,No Data,No Data,No Data,No Data
1029,e3f0d22137c00126f17b2404bd5f315f5f41d040,Dont put your faith in astrology and crystals,7AqImSQ,0,0,6,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1030,8a1006ddc64dd235f6eda00ffe9aee654b81ff3e,Never be discouraged remember Deuteronomy,Yx-HzeX,0,2,18,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1031,2fd74dbfee12bf10d1a055c4c2374b413a649f5d,Nothing would temp Jesus and satan fell like lighting,9V0R_oc,0,4,27,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1032,5484df061ee4a804b914173f058cdf71575db98f,"As I live, says the Lord, every knee shall bow to me, and every tongue shall confess to God",uUUCobi,0,7,28,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1033,7b2bec274d5f411a0ccfe3f13fe88549d130cf11,In this verse Jesus is saying how many people will talk about how much they follow God but in reality they participate in things that they shouldn’t be doing,380kr42,0,5,23,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1034,76c85a5fb582c95c6492072f574e4440e39e72bf,हनुमान जी ने तोडा गरुण जी का घमंड 🔥🕉️🚩__ Ram Siya Ram __ Jai Shree Ram __ #hanuman #hanumanchalisa,tqwt7CQ,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1035,5d3a3488190fd0ab0504405e2a429f337292e1c1,रामायण काल का शक्तिशाली योद्धा 🤔 _ Facts About Ramayana _ #shorts #viral #shortvideo,JvtBx8e,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1036,c5b1e10e462e152d2f6d85bf198810912e75d586,This Proves That the Ramayana Really Happened,UNZ-YID,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1037,bd849294d909e5865e4813da932e5e5d105474dd,Ramayan,QFzB_yI,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1038,27311e8cc80275993b338be846fa3838169008c7,99% लोग जानते है रामायण की यह बात 😱 _ Facts About Ramayan #shorts #shortvideo #viral,N5W7uJO,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1039,8bae0bfdf47a89c8f3214606159333ba3eae2b64,Lessons from Lord Rama  Jai Shree Ram,lcDNT2W,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1040,f6f098b788ba44d226c7446b288598d2eebd72cd,Ravana is the main antagonist in the Hindu epic Ramayana. He is depicted as a powerful demon king who abducts,fAEMPcH,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1041,44b5731144262b7acd45f599907101de12dc9733,The Ramayana is an ancient Indian epic that tells the story of Prince Rama and his quest to rescue his wife Sita from the demon king Ravana,C8HmktQ,0,0,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1042,483f7352e7e417c97a545c27ab0ae06b6e081478,Jay Shree Ram New Video 🚩🚩🚩 #viralvideo #tiktok #viralshort 🚩🚩🚩,U_EPyZp,0,0,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1043,65e0fcd99fd107d2c807c8a06561103dbe9a7d4d,hanumanji angry attitude status #shorts #viral #hanumanjistatus,SX5zO91,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1044,fc569d3b8f255e5253973ada457e04cc94d3535c,HANUMAN ji powerful status💪🔥🔥 #hanuman #hanumanji #ramayan #ram #shorts #status,CUyKlBj,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1045,df55e34d729a086bbfb8319401303bd9a709c0b6,__ Laxman ji Parshuram ji Samvad __ Power of Parshuram ji #shorts #status #sanatandha #hindutva,oT9LgY-,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1046,70aaac556234810c855da5426d88c2690d18571f,Hanuman Ji Love For Shri Ram 🕉️ _ Hanuman Ji 📿Ne Sindur🚩 Lagya Ram Ji ke Liye#shorts,C-eJQai,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1047,78780179007d035510329b9a4933e2c32d28f058,Ram Aayenge 🚩 __ Ayodhya Ram Mandir 🚩 __ Prabhu Shri Ram Status 🚩 __ #shorts #rammandir #jaishreeram,EknGtMb,1,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1048,f2420f02004b85ebb99ac31c30568b94679bc5db,Wait for end 🥶🚩 #sanatandharma #sanatan #ram #ramayan #hindu,eq7utuR,1,2,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1049,df68393b2c2b605330e4b311546a30a94a51c1c4,राम का नाम सुनकर वह दौड़े चले आएंगे ⚡#shorts#shunyasanatan #ram #hanuman #krishna,pn9IP28,0,1,6,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1050,74c6809ca629e4baa5668a382d1561b27d297c21,Ram Chanting by Hanuman ji #ram #hanumanji #shreeram #hanuman #shorts,g_ExWMb,0,0,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1052,345cb767666904e98bab10c67669934c707b8a93,Shree ram angry 💢😡#balaji#hanumanji#power#shreeram#shorts,WrmfzAP,2,5,41,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1053,6c8dab4605274fffaa8c83c992c9ffb915571cf8,Jesus Once Said This…🤯✝️ #shorts #youtube #jesus #bible #christian #newtestament #fypシ,oeVZJjA,1,14,43,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1054,b32b4521b32169696a754f7d81989544cc905831,"For the sake of biblical accuracy, we cut out Simon levitating above the water. ;)",3PhOwH5,0,6,38,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1055,38ac4a99aae6c6c81bb8c1e1bdd456ee3a2a390d,JESUS CHRIST #jesus #deus #shorts #god #tiktok #viral #jesuslove #bing #yeshu,NNPxEju,0,11,70,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1056,27e80d8b61bc25ba92eb0e676fa4ae708d7afbd2,How Jesus Is Really Coming Back! 🤯😱🔥 #shorts #youtube #jesus #faith #revelation #newtestament,-aMiQ72,0,8,51,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1057,6cfb3d2319856ca6e3280eaad58a6b9e41a4e500,😱 JESUS 😱 GOD JESUS jesus,j5la5xq,0,14,76,6,34,No Data,No Data,No Data,No Data,No Data,No Data
1059,793338e19b54397f4b868623a2dc992a71c4f868,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,WUu7giA,1,10,70,17,17,No Data,No Data,No Data,No Data,No Data,No Data
1060,e3e9259329ed043bafaf60c1e9d0653adeac98ed,Alpha and Omega 😱,i2eBVyO,1,6,86,5,31,No Data,No Data,No Data,No Data,No Data,No Data
1062,3e610e92decc1d47de2599a7ae03e43c84b4c143,Did you miss out on $PEPE   People turned $100 into $1 million in the past 30 day,W5dcOdt,11,43,421,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1063,9562bf5be7fa4c754a61b35a4d2842bf8ef94fbb,you'll never be alone_ @Grace__Galore _ Jesus english song status,LW7wiUu,3,9,110,17,18,No Data,No Data,No Data,No Data,No Data,No Data
1064,a6a18e5f71b4c6a7969493739bd77945de973f0d,What is DAI Stablecoin,KYMatk6,18,60,473,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1065,315fd86c63f3ce43af2ffe0bf48233a673759dee,"Why Should I Buy $BNB === People always ask WHEN a good time to buy crypto is, but they should really be asking WHY they should",ZSxC8BP,12,48,396,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1066,c8dbcb30e6487198e34c5a599326d0f7ad69be31,Silicon Valley Bank has sent shockwaves through the crypto world by causing $USDC to depeg.,pkSfFEu,16,44,410,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1069,b5182fdd40ba4d94d2e35fd56fa1a3eb638a0819,OvaDrive! Day 2 of sharing UPDATES till we reach WHOOPING 100K users.,hoPgI0u,0,0,7,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1070,dcd7d76c18d717d5762e0eb0a7db5822638e5d7c,"OvaDrive! Day 3 of sharing UPDATES till we reach WHOOPING 100K users.

Android: https://play.google.com/store/apps/details?id=com.ovadrive.app
iOS: https://apps.apple.com/us/app/ovadrive/id6472385744",sKa2f_5,0,0,14,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1071,785c19781c3a0f2123f9196b24c3cb14c50e4227,"OvaDrive! Day 4 of sharing UPDATES till we reach WHOOPING 100K users.

Android: https://play.google.com/store/apps/details?id=com.ovadrive.app
iOS: https://apps.apple.com/us/app/ovadrive/id6472385744",VflTlWz,0,2,24,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1073,773a4f25d7336b5c9918e345ca347124423d04e6,"OvaDrive! Day 5 of sharing UPDATES till we reach WHOOPING 100K users.

Android: https://play.google.com/store/apps/details?id=com.ovadrive.app
iOS: https://apps.apple.com/us/app/ovadrive/id6472385744",dEC2tjc,0,3,35,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1074,2aafff7014e8f729ce4c15f00c51100c9df615ae,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,757dA1X,1,2,25,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1075,da9d81c5427306034f7e1451f6b78501628abf74,What’s causing ETH to go deflationary_ And what is XEN. #xen #cryptok #ethereum ,XRPaSHO,1,4,18,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1076,26cf5bf9bb6955b16042405edfeede5668efc676,Ethereum Meme Coins #michi.,LTA9X2x,0,2,13,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1077,0f6555828dcbbf785af6e000024805c755ea4d27,Flappy Ethereum Meme Coins #Flappy #meme.,tV89VPA,0,3,20,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1078,ded49b43c7a983c570c969bde617503a08c7a486,This guy just became a millionaire OVERNIGHT! #crypto #memecoin #memecoins #cryptocurrency #bonk #cryptonews #cryptoinvestor #cryptok,oTfFYTv,13,2,33,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1079,b27f740f71324188a6b7fafddd158adcc41752d1,Top 3 #dogwithat #memecoins for the #bullmarket #altcoins #memes,IliWF6y,1,9,89,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1080,da2ea8c99420579d40fcb4002b334a91a461ae0c,Brett the meme topken #memecoins for the #bullmarket #altcoins #memes,VcOrlTs,6,8,70,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1081,7061f5071871584d397b8e1fee65444611db2e0d,Risposta a @Meme guy  Do you hold any of these memecoins_ 🚀🔥👀 #crypto #cryptok #altcoin #bitcoin #ethereum #solana #cryptocurrency #memecoin #cryponews #coinbase #brett #floki #birddog,5Y5QNTX,1,7,49,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1082,9f80e93feb36c5e505470354b6d6be3a76e68e61,Risposta a @Don Pepe  Monky up 4x from my last video 🚀🔥👀 #crypto #cryptok #altcoin #bitcoin #ethereum #solana #cryptocurrency #memecoin #cryponews #coinbase #monky #coin,XqbTTGF,1,6,31,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1083,74ead79c8fe95c69bf02bbfb6eb1328964475e1a,Brett new videp on brett token 🚀🔥👀 #crypto #cryptok #ethereum #cryptocurrency #memecoin #cryponews #coinbase #monky #coin,cWDdBVw,0,9,31,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1084,e976c271377c26ca4a78823ea12b594a23a0ff40,Chainswap and chainlink are now official partners!!! #endthestruggletogether #chainswap #chainlink #crypto #cryptok #ethereum #cryptocurrency #memecoin #cryponews #coinbase #monky #coin,W_2JnCj,0,8,43,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1085,a0dc59c629d0e83c04f8df52cbc21f85f4564bf6,This is exactly how to Hoppy meme coins yourself! #crypto #memecoin #solana #ethereum #trojan #crypto #cryptok #ethereum #cryptocurrency #memecoin #cryponews #coinbase #monky #coin,kzeuTAt,0,8,55,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1086,b1ce2cc02d2e5fe088e19b379daa566e1e441947,What crypto are you most bullish on_ 👇🏻🔥🚀 #crypto #cryptok #altcoin #bitcoin #ethereum #solana #memecoin #aicrypto #token2049 #dubai #cryptocurrency  #ethereum #trojan #crypto #cryptok #ethereum #cryptocurrency #memecoin #cryponews #coinbase #monky #coin,0XTo2kU,1,11,68,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1087,c37be58b1c7e162380915b5fb09884b0c2924e0f,Make Money from Staking Ether(ETH) 💰#investing #proofofstake #ethereum #memecoin #aicrypto #token2049 #dubai #cryptocurrency  #ethereum #trojan #crypto #cryptok #ethereum #cryptocurrency #memecoin #cryponews #coinbase #monky #coin,4aVFxOa,2,8,103,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1088,08cc2b3e51943d12103bc4ee7b5740c21af411ec,Big News_ Blackrock's Ethereum ETF Likely to Be Approved in July! This will cause a big pump for the crypto market so now is the tike to front run #cryptonews #ethereum #eth #fyp #foryou #CapCut,p0MALr4,5,21,146,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1092,bfe00ea92e800ebef65acc009e5097c57e0e30e4,water park yay,StmW-7s,1,5,39,1,28,No Data,No Data,No Data,No Data,No Data,No Data
1096,ab182b2ab25dfd5cc8831a3f03ca4b8f48827535,Interesting podcast with James in the Diary of a CEO hosted by @Steven Bartlett 🤯 - #relationshipadvice #relationshiptip #loveadvice,_gZZKlK,0,1,3,1,29,No Data,No Data,No Data,No Data,No Data,No Data
1097,5dba2e230a3308dc0af86686208a670b2b0cc7af,SHARE this potent principle from my recent appearance on Lewis Howes' podcast. Worldly success without a joyful heart is fool’s gold.mp4,nStwTPd,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1098,9290778de8dd5f4e02125ecb08f4123f089446ba,Why are men not doing as well in today’s society? #wisdom #inspiration #motivation.mp4,4bL6Mg8,0,2,5,2,28,No Data,No Data,No Data,No Data,No Data,No Data
1099,2c060f6ce4ddd49fe9ff404ed40af05663737715,"To me, work is not only a worldly pursuit but also a spiritual one. There I said it. Needed to. As strange as it may sound. Yes—you and I must work. To pay our bills and to fulfill our responsibilities.mp4",nY1OP9b,0,1,4,1,28,No Data,No Data,No Data,No Data,No Data,No Data
1100,4bfc502892e187f44bfc2294f77f50ed2aa27826,Cheri Mah in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #sleeptime #sleeptips #naps #thediaryofaceo .mp4,f9WuFZA,0,1,15,4,35,No Data,No Data,No Data,No Data,No Data,No Data
1101,8f09ff42a070d0aabbabdb376835e52ac29551ce,"Women are killing it, how do we lift up men to make better partners for them_ #wisdom #inspiration #motivation .mp4",_B7tOYn,1,1,19,6,17,No Data,No Data,No Data,No Data,No Data,No Data
1102,3b3866dd9fd935cb8ba4bd13f66ed807d5585852,I’m on a monomaniacal mission to help millions of our brothers and sisters  Formula so they reclaim intimacy with their greatest selves.mp4,DtsUdVv,0,1,19,4,37,No Data,No Data,No Data,No Data,No Data,No Data
1103,6d8c700624ece0b2e4b0275e6adfaa9c3ad244cd,The end 🥺😢😭 #wisdom #inspration #gettingbettereveryday .mp4,b6Jx1WG,1,1,5,1,31,No Data,No Data,No Data,No Data,No Data,No Data
1104,950c4786e166144c66abecbe4a7fb125bf7163f2,Interesting podcast with Dr Cheri Mah hosted by @Steven Bartlett 🤯 - #lifeadvices #healthadvice #schooltime #sleepadvice #sleeptime #thediaryofaceo .mp4,9zttEqT,1,3,13,1,29,No Data,No Data,No Data,No Data,No Data,No Data
1105,6035a5e50deda1dfc24363063eb8ca3a81d8cdf5,No great life was ever built on a foundation of excuses. So stop making them. Most of them are self-created delusions. [Leave a “YES” in the comments below if you agree!],AFJeQc8,0,0,7,3,34,No Data,No Data,No Data,No Data,No Data,No Data
1106,bf4d9814853534ccde98e327e1e5e0eba5934432,Understanding what it is can make it change drastically. #spirituality #wisdom #inspiration #healing,0G5toja,0,1,7,1,28,No Data,No Data,No Data,No Data,No Data,No Data
1107,e3b7deb2ebeed97a611c487f7ab02faa84c30206,Robert Greene in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #your20s #adviceforyou #liveyourlife #robertgreene,wRSCHey,0,0,10,7,12,No Data,No Data,No Data,No Data,No Data,No Data
1108,03db074076edfc2dcbd5a06461b43c28a245e6a7,Dr Aseem in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #healthadvice #healthtip #gymadvice #thediaryofaceo,5GH08HC,0,0,12,4,24,No Data,No Data,No Data,No Data,No Data,No Data
1109,70fa89fb8a73700ef2dab7253b5c6c77422581be,"Humbleness is a sign of bigness - never weakness. Living the noble virtues of honesty, generosity, justice, understanding, compassion, forgiveness, and civility never goes out of style",FLrLdUQ,0,2,16,4,29,No Data,No Data,No Data,No Data,No Data,No Data
1110,b296f7b713010a951d33095b965fdddd35973f37,You can win the “Rat Race” but you will still be a “Rat”… sometimes a small push can send you on a wonder spiritual journey for the rest of your life. #amazing #spirituality #motivation #wisdom,UfpAoNk,0,6,28,5,35,No Data,No Data,No Data,No Data,No Data,No Data
1111,7a48ee495f4c7d7612a33e5d70a84948bf09afbe,Evy Poumpouras in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #mindsetgrowth #personalgrowth #evypoumpouras #thediaryofaceo,BL4UXZ8,0,0,5,1,29,No Data,No Data,No Data,No Data,No Data,No Data
1113,4caba8fe403aab4d8d5d9f0896e8ebfb25e43403,The Secret. #motivation #wisdom #inspiration,T2NJInk,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1115,d5dd89e9730b7495c45130d19d5abe75250b5dfd,"hard word, does it matters??...Let me give you two examples.Leadership is a myth",s7g7lka,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1116,d68017490bb84096cfa0daa604c0bc6d190c5b09,"Work hard when you work, and then enjoy life and play",kXa4zRf,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1117,9fdfcb1fd02c33ab2e4b625c8597d94ecc8c42e7,Too much exercise can be harmful. About 11% alite atheletes may develop severe heart issues by age 50.,UIWKkHu,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1119,bc7b16b11d6ef3362a4f45d8a58739de8894517d,"You need fun, you need adventure, you need some looseness. But it has to have some direction to it",ssWrQ26,0,1,8,1,21,No Data,No Data,No Data,No Data,No Data,No Data
1120,311c9ceaf0a649d1a41ceeb91c6faab807c903c3,The universe is neutral; your focus and values shape what you create,7GvDapB,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1121,c56c646fbadc89d62c5b7fdd91ba01d87ab2f5af,"When disrespected, first consider what you've done to allow it and reflect on the standards you've set.",TLuAXKM,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1122,4162b5e6bf7b7aca149d407ddc673d26b8611bac,Your priorities are the lighthouses that will guide you.You want to be true to yourself,W3hvDRh,0,2,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1123,10ff5c468f76a6cf06f731a8a43480dbff2de706,"Small, daily, seemingly, insignificant contributions, when done consistently over time lead to stunning results",GN0Jf4G,0,2,10,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1124,7671b7927b2b1414aecf32d7e4430b9b256eb1e2,Addiction as a coping mechanism. #gabormate #healing #awakening,kYbLw-e,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1125,6b2e0f6b91a7aa11b1c974bc5d4a11c6fac8cbac,“Get a Helmet…” 🪖 - Candace Owens - #candaceowens #woke #lgbtqactivist,_YhWxcl,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1126,4f290af4c804b74416f795555244679c08c9443c,Energy is more valuable than intelligence. Battleproof your elite health and get ultra-fit to lead.🔥#leadership #productivity #service #inspiration,5e9Km39,2,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1127,d01b4668171fd522eb85ecbaf163a896a8603a19,“I Don’t Hear The Men Whining…” 🤔 - #pearldavis #genderpaygap #paygapawareness,-xjujV6,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1129,1fab85ce2f1246173175a75180ee31bdd3965b59,The criticism is awesome soil within which to grow your faith in yourself. And your ironclad trust in your finest instincts.#leadership #productivity #service ##Love#critics #criticism,0aQwCnA,1,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1131,386cf15dd97546a660737f3622e7b9008abf4e1d,Depressed deep rest. #motivation #dailyinspiration #wisdom,ExNpM3L,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1132,c559bf438c1b440232facf34d08b6dfb5d64e2ab,Interesting podcast with Dr Bret in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #careeradvice #careertips #thediaryofaceo,LrvmhVO,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1133,32b435b38be096493da0168168061f8691bfc797,“Who’s Happier…” 🤔 - Sadia Khan - #traditionalwomen #traditionalculture #realtalks #sadiakhan,Hjg6_Ip,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
1134,560eb37063c7dd117feb07061f3ebd606d315973,Our brains are amazing #goggins #dailywisdom #motivation,92ijCwq,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
